gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text
male,Editorial Fellow at the Peterson Institute for International Economics @PIIE_com. Previously at Reuters and The Wall Street Journal.,2FC2EF,https://pbs.twimg.com/profile_images/641030446839562241/1AROKk1F_normal.jpg,FFFFFF,"""Following Ryan's plan, in 35 years we would have nothing left over after paying for the military."" - @DeanBaker13 https://t.co/d4LFgaYQcf",editorial fellow at the peterson institute for international economics piie_com previously at reuters and the wall street journal.,"""following ryan's plan in 35 years we would have nothing left over after paying for the military. deanbaker13 https://t.co/d4lfgayqcf"
female,"NYC girl who is big on kindess, compassion, equality, and seeking out what you want in life.",990000,https://pbs.twimg.com/profile_images/643428878304813056/p0kkhXvR_normal.jpg,DFDFDF,@disableddenied I swear I'm the worst Jew around.,nyc girl who is big on kindess compassion equality and seeking out what you want in life.,@disableddenied i swear i'm the worst jew around.
male,@amazingradio | @bbcintrowm | SKIT,FA743E,https://pbs.twimg.com/profile_images/628002623547965440/GXy0FdnV_normal.jpg,FFFFFF,I seem to keep buying The Smashing Pumpkins - 'Mellon Collie' on CD and gifting it to people spontaneously then buying it again,@amazingradio bbcintrowm skit,i seem to keep buying the smashing pumpkins mellon collie on cd and gifting it to people spontaneously then buying it again
female,I love the Sims and Minecraft. I'm an ultimate gamer girl and love LDSHADOWLADY STAMPYLONGNOSE iBALLISTICSQUID SMALLISHBEANS POPULARMMOS iHASCUPQUAKE ZOELLA ETC,0084B4,https://pbs.twimg.com/profile_images/651782131774005248/SgPp5BTT_normal.jpg,C0DEED,@Sqaishey ignore all of the haters! What you did was amazing and I'm sure you're hair looks great! Stay strong because your amazing xx _Ÿ’›_Ÿê¥,i love the sims and minecraft i'm an ultimate gamer girl and love ldshadowlady stampylongnose iballisticsquid smallishbeans popularmmos ihascupquake zoella etc,@sqaishey ignore all of the haters what you did was amazing and i'm sure you're hair looks great stay strong because your amazing xx _˘ı˝_˘ê¥
male,"fashion, commercial, landscape, editorial Photographer,artist,traveller,porn star",0084B4,https://pbs.twimg.com/profile_images/657428856714866688/eiUyqf-d_normal.jpg,C0DEED,"Congratulations to my favorite girl group, I love you guys .. @4thImpactMusic for the win -@CherylOfficial thank you https://t.co/hUZsWDRzev","fashion commercial landscape editorial photographer,artist,traveller,porn star",congratulations to my favorite girl group i love you guys 4thimpactmusic for the win @cherylofficial thank you https://t.co/huzswdrzev
female,"WMU ALUMNI '14 

Peace & blessings manifest with every lesson learned. If your knowledge were your worth then it would be well earned.    
-Erykah Badu",F09535,https://pbs.twimg.com/profile_images/656129414137315328/MTzlShc-_normal.jpg,FFFFFF,"We don't need a beeeeeeddddd no, don't need a master room, don't need to set the mood she like yeahhhh",wmu alumni 14 peace blessings manifest with every lesson learned if your knowledge were your worth then it would be well earned erykah badu,we don't need a beeeeeeddddd no don't need a master room don't need to set the mood she like yeahhhh
male,"I Absolutely Love Josh Devine&Ollie Green,*NSync,Wheatus,1D,Joey Cottle,5SOS!I'm #1 AZ Deviner,Green Fighter,Frog,Directioner!Chris,Lance,JC,Joey, Justin",0084B4,https://pbs.twimg.com/profile_images/593177997961658368/uIsnF5YI_normal.jpg,C0DEED,Uploading My Videos To YouTube Today!! :) Keep On The Lookout For Them! On My Channels at OceanaMermaid426 &amp; CK DeP :) Love You All! :),"i absolutely love josh devine&ollie green,*nsync,wheatus,1d,joey cottle,5sos!i'm 1 az deviner,green fighter,frog,directioner!chris,lance,jc,joey justin",uploading my videos to youtube today! keep on the lookout for them on my channels at oceanamermaid426 amp ck dep love you all )
male,I kind of have this thing for Alex Gaskarth and Michael Clifford... Don't judge me! They are literally the definition of cute,0084B4,https://pbs.twimg.com/profile_images/657333404812333056/NIRtSAx5_normal.jpg,C0DEED,#NowPlaying Waste The Night_ŸŒŒ_Ÿ’œ @5SOS,i kind of have this thing for alex gaskarth and michael clifford.. don't judge me they are literally the definition of cute,#nowplaying waste the night_˘ÓÓ_˘ıÔ 5sos
female,When being good gets old and the bad settles in..~*It takes some bad for satisfaction!*~||#SPN #TB #OC 18+ MCRP|| I'm the Sweetest Sin baby!,AD1041,https://pbs.twimg.com/profile_images/656123842847481858/6fVv0w6A_normal.jpg,FFFFFF,~I had already made sandwiches in the fridge for this weeks lunches.Pulling one out of the fridge .~Heads up! https://t.co/3rJ3d4ABSD,when being good gets old and the bad settles in..~*it takes some bad for satisfaction!*~||#spn tb oc 18 mcrp| i'm the sweetest sin baby!,~i had already made sandwiches in the fridge for this weeks lunches.pulling one out of the fridge ~heads up https://t.co/3rj3d4absd
male,"Professional box mover and stuffer, Ohio boy, master couch potato and all around pain in the rear end. Please to meet yo0u.",0084B4,https://pbs.twimg.com/profile_images/438862459600777216/IQZPmkn-_normal.jpeg,C0DEED,In the Morlimi forest north of her home Tanwen Umadon watch in wonder as she again can conjure fire  https://t.co/ehsTr19pXY,professional box mover and stuffer ohio boy master couch potato and all around pain in the rear end please to meet yo0u.,in the morlimi forest north of her home tanwen umadon watch in wonder as she again can conjure fire https://t.co/ehstr19pxy
female,â˜ª,0084B4,https://pbs.twimg.com/profile_images/658487664383930368/aiHeApqW_normal.jpg,C0DEED,Buy the stuff I will https://t.co/tphHoaKuYv,â˜ª,buy the stuff i will https://t.co/tphhoakuyv
female,it's meâœ¨,0084B4,https://pbs.twimg.com/profile_images/653629585951748096/5qhnA5WX_normal.jpg,C0DEED,WHY THE FUCK IS MY TAP WATER YELLOW BRO,it's meâÔ¨,why the fuck is my tap water yellow bro
male,Former Browns fan Â©,0099B9,https://pbs.twimg.com/profile_images/574733259302658048/5r58jhwh_normal.jpeg,5ED4DC,I know it's unpopular but Tristan Thompson is a really important player for the Cavs.  Also a reminder that Dennis Rodman is a hall of Famer,former browns fan Â©,i know it's unpopular but tristan thompson is a really important player for the cavs also a reminder that dennis rodman is a hall of famer
female,emotionally unstable potato,990000,https://pbs.twimg.com/profile_images/649858760169684992/h34FNbCn_normal.jpg,FFFFFF,I've been putting off the watching last episode of Teen Wolf for so long because I know shit goes down and im not emotionally ready for that,emotionally unstable potato,i've been putting off the watching last episode of teen wolf for so long because i know shit goes down and im not emotionally ready for that
female,"Musician, Engineer and Alcohol Wizard",0084B4,https://pbs.twimg.com/profile_images/515185090805383168/9iClQnzM_normal.jpeg,C0DEED,@Omg_kurztay I think you're missing the tail _Ÿ˜œ https://t.co/7qjrRjYXOD,musician engineer and alcohol wizard,@omg_kurztay i think you're missing the tail _˘˜Ô https://t.co/7qjrrjyxod
male,"Writer, Foodie, Blogger, Online Business Manager, Music Lover, Human Being, A Panacea, Engineer, heliophiliac, Indian dr.akhil@hotmail.com",0084B4,https://pbs.twimg.com/profile_images/640662584106979328/uj3resbH_normal.jpg,FFFFFF,"AnythingRelated: ""Tolkien-notated Middle-earth map found in copy of 'The Lord of the Rings'"" https://t.co/NNi82vj8cA",writer foodie blogger online business manager music lover human being a panacea engineer heliophiliac indian dr.akhil@hotmail.com,anythingrelated tolkien-notated middle-earth map found in copy of the lord of the rings' https://t.co/nni82vj8ca
male,"Writing, reading, history",0084B4,https://pbs.twimg.com/profile_images/557228714824437760/K8cbT9un_normal.jpeg,C0DEED,"Printers and ice makers belong in a special category of annoying crap. No matter the technical innovations, they still break and suck",writing reading history,printers and ice makers belong in a special category of annoying crap no matter the technical innovations they still break and suck
female,"stay humble , have ambitions",0084B4,https://pbs.twimg.com/profile_images/656974456376664064/4T4LX0Lx_normal.jpg,C0DEED,Stunt on the people that hate you,stay humble have ambitions,stunt on the people that hate you
male,I'm me. If you want to know more check out my website. http://t.co/w0b22xiv5O,0084B4,https://pbs.twimg.com/profile_images/623665534240841728/AjFyE4Pd_normal.png,C0DEED,THE RETURN OF PAGANISM: Will Paganism Become Become the Main Religion of America? https://t.co/u3d66krv7o,i'm me if you want to know more check out my website http://t.co/w0b22xiv5o,the return of paganism will paganism become become the main religion of america https://t.co/u3d66krv7o
male,"ï£¿Apple geekï£¿
â_¡ https://t.co/mHjR41iOTv
â_¡ https://t.co/3IVAIHtwGu
Vine â_¡mamdouh733",0084B4,https://pbs.twimg.com/profile_images/3442817006/fd4955ed13c91c9421d5fdfc7dbb4606_normal.jpeg,A8C7F7,Headed back to the land of giants today to continue navigating this ancient world of the Grand Canyon by foot. Shotâ€_ https://t.co/T8jmEXlMbm,ï£‡apple geekï£‡ _· https://t.co/mhjr41iotv _· https://t.co/3ivaihtwgu vine _·mamdouh733,headed back to the land of giants today to continue navigating this ancient world of the grand canyon by foot shotâ˚_ https://t.co/t8jmexlmbm
female,"Mother first, Health & Fitness Personal Trainer second. I help provide people with the knowledge, training and tools to increase their health and happiness.",B40B43,https://pbs.twimg.com/profile_images/424394818224017408/OYkOTqSy_normal.jpeg,CC3366,The 11 WORST Foods to Eat When You're Stressed https://t.co/ZeeDyK4MdK,mother first health fitness personal trainer second i help provide people with the knowledge training and tools to increase their health and happiness.,the 11 worst foods to eat when you're stressed https://t.co/zeedyk4mdk
female,live life & be happy,FA0598,https://pbs.twimg.com/profile_images/650863539607994368/6Mq4juVE_normal.jpg,5ED4DC,@JarquinJessica I'm talking about the move in duck,live life be happy,@jarquinjessica i'm talking about the move in duck
male,"Winning isn't a sometimes thing, it is an every time thing",0084B4,https://pbs.twimg.com/profile_images/1310423532/Coach_soak_normal.jpg,C0DEED,@Nigelrefowens good to be the best :),winning isn't a sometimes thing it is an every time thing,@nigelrefowens good to be the best )
male,Film Buff. Writer. Bookworm. Wrestling Aficionado. Music Lover. TV Junkie. Anime Addict. Casual Gamer. Blogger. And TOO KOOL. Get it ?!? ;P,0084B4,https://pbs.twimg.com/profile_images/640204805630103553/ToSfBnnv_normal.png,FFFFFF,Chhota Rajan has a history sheet in Pune too | The Indian Express https://t.co/AN5DVakXdF,film buff writer bookworm wrestling aficionado music lover tv junkie anime addict casual gamer blogger and too kool get it ! p,chhota rajan has a history sheet in pune too the indian express https://t.co/an5dvakxdf
female,hockey â_«ï¸èâ_ªï¸è snapchat:shanmac28,0084B4,https://pbs.twimg.com/profile_images/650112058718076928/E67H2XFW_normal.jpg,C0DEED,Fun day yesterday with the family and some random people https://t.co/6zEgovzcbm,hockey _Áï¸èâ_ªï¸ snapchat:shanmac28,fun day yesterday with the family and some random people https://t.co/6zegovzcbm
male,I'm Max. I do stuff sometimes. I like @im_allsmiles_,4A913C,https://pbs.twimg.com/profile_images/598050693560283138/ZD6hu849_normal.jpg,C0DEED,I'm going to be here a while... the temptation to order a dominos is almost overwhelming.,i'm max i do stuff sometimes i like im_allsmiles_,i'm going to be here a while.. the temptation to order a dominos is almost overwhelming.
female,L I V E. L O V E. L A U G H. E A T. P R A Y.  :),0084B4,https://pbs.twimg.com/profile_images/657976741223337984/KBP_2cHB_normal.jpg,C0DEED,"Haii_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚@IsibayaOverHoes: APPLY VASILINE UNDER YOUR FEET AND SLIDE TO THE BATHROOM ""@oddeomontle: So lazy to even go pee_Ÿ˜¢_Ÿ˜¢_Ÿ˜¢""""""",l i v e l o v e l a u g h e a t p r a y :),"haii_˘˜‚_˘˜‚_˘˜‚_˘˜‚@isibayaoverhoes apply vasiline under your feet and slide to the bathroom @oddeomontle so lazy to even go pee_˘˜¢_˘˜¢_˘˜¢"""""""
male,"Minister and author. (Didn't even need 160 characters, ha!)",800000,https://pbs.twimg.com/profile_images/1521627737/Headshot_BW_normal.jpg,FFFFFF,"A piece of exciting news: We are now taking pre-orders for James' latest book, scheduled to be released December... https://t.co/rH7RQiSBKI",minister and author didn't even need 160 characters ha!),a piece of exciting news we are now taking pre-orders for james latest book scheduled to be released december.. https://t.co/rh7rqisbki
female,"Web and graphic designer. I tweet about #design, #startups, #tech, #yoga, and #coffee. I love coffee.",3B94D9,https://pbs.twimg.com/profile_images/617397116202188800/4udTIwFU_normal.jpg,F8545F,Climate researchers are alarmed about the future of the Persian Gulf's climate: https://t.co/zNpzzwsV7A https://t.co/dJz8sO2swp #ForbesTeâ€_,web and graphic designer i tweet about design startups tech yoga and coffee i love coffee.,climate researchers are alarmed about the future of the persian gulf's climate https://t.co/znpzzwsv7a https://t.co/djz8so2swp forbesteâ˚_
female,"live in Buddhist retreat centre, slight computer nerd, grow potatoes, look after the finances, not great at map-reading",0084B4,https://pbs.twimg.com/profile_images/658659378246103040/9a4AOUTq_normal.jpg,C0DEED,MLAs - read this wonderful piece and do the right thing â€œ@FergalMcFerran: My story - Coming Out. https://t.co/uruvtZNIeF @SluggerOTooleâ€ù,live in buddhist retreat centre slight computer nerd grow potatoes look after the finances not great at map-reading,mlas read this wonderful piece and do the right thing ˚Ô@fergalmcferran my story coming out https://t.co/uruvtznief sluggerotooleâ˚ù
